image_name,pct_red_like,pct_yellow_like,pct_dark_like,num_pixels,split,area_pixels,perimeter,circularity,texture_contrast,texture_homogeneity,texture_energy,texture_correlation,periwound_L,periwound_a,periwound_b,cluster_raw,risk_level,PC1,PC2
0011.png,0.2884864165588616,0.1614920224234584,0.5500215610176801,9276,train,9276.0,489.4629839658737,0.4865538316044621,169.05910441426147,0.3947837606786833,0.0394457200543969,0.9074950228524536,101.61208337977928,143.9943150150485,147.44008471742282,0,medium,4.132126388456002,0.2886495348011763
0012.png,0.0487982520029133,0.9198834668608884,0.0313182811361981,1373,train,1373.0,228.16652023792267,0.331418359449141,3418.5184687709875,0.0916095458542925,0.028815900541202,-0.0616544798335501,178.53796423658872,138.7225584594223,139.94883081155433,2,low,-2.318783873338864,-0.666110978015428
0013.png,0.1392725598526703,0.8082412523020258,0.0524861878453038,4344,train,4344.0,290.93607223033905,0.6449180584770011,588.4924190993438,0.2328719825278387,0.0293164106010676,0.6456439755188564,121.33484320557493,139.01933797909408,139.26341463414633,0,medium,1.168459751154065,-0.8622633735710808
0014.png,0.0017488632388947,0.9935292060160896,0.0047219307450157,5718,train,5718.0,517.4041090011597,0.2684072659623763,1065.2773008241757,0.1232915203088,0.0219518484689687,0.4208970260797267,193.1956234880141,146.94578843193315,139.91170002199252,0,medium,0.09437755373750757,-2.5128098036422846
0015.png,0.6642685851318945,0.0,0.3357314148681055,417,train,417.0,92.18376564979552,0.616647577015561,462.46153846153845,0.2919834341823941,0.0667899973716086,0.1114136654958749,69.0812324929972,144.05522208883554,145.77430972388956,1,high,1.1142315390877595,3.458751376131241
0016.png,0.2930393198724761,0.64192348565356,0.0650371944739638,18820,train,18820.0,396.9188281297684,1.5011568840006972,1121.4066123472269,0.1354969412948477,0.0161159676051122,0.6375389505287268,163.5143345607575,145.37589864983343,139.73250920568125,0,medium,1.7838006261993047,-2.9128892240133184
0017.png,0.1408182683158896,0.8591817316841104,0.0,1051,train,1051.0,167.63960897922516,0.4699582757323165,2836.3851784080507,0.1154453872343767,0.0303580238298939,0.1274432996119436,192.96075133165124,148.03812727782451,145.30922343706197,2,low,-2.2934110632343176,-0.6448633002586702
0018.png,0.15,0.8346491228070175,0.0153508771929824,2280,train,2280.0,187.0954523086548,0.8184991794816662,2245.32010029252,0.1185304133351076,0.0263963421602235,0.1312506783943739,181.63782327586208,147.54816810344826,138.20366379310346,2,low,-1.6081974759126547,-0.853783623324942
0019.png,0.0,0.946143313555454,0.0538566864445458,2191,train,2191.0,191.0954531431198,0.753965604635491,1517.3348174532498,0.0808801154734154,0.0203789714894849,0.594015914500264,144.80659494855004,141.3009822263798,150.72193638914874,2,low,-0.9674962095206081,-1.2474914428116273
0020.png,0.9690355329949238,0.0299492385786802,0.0010152284263959,1970,train,1970.0,227.9655095338821,0.4763627579939113,1027.7642998027611,0.179611736137343,0.0359555038937557,0.1989469181339977,160.6224467856375,156.16082562889702,135.70199956998496,0,medium,0.35414268243543684,0.4712209918404686
0021.png,0.0211746522411128,0.0289026275115919,0.9499227202472952,6470,train,6470.0,357.66399371624,0.6355704564192926,327.99696693964216,0.160295159038638,0.0286505825830435,0.6974808280803899,117.49854541536472,149.22012714147183,150.605322702295,1,high,2.390009219940804,0.6681297346611589
0022.png,0.0,0.0,1.0,227,train,227.0,75.49747371673584,0.5004617405888498,980.7773279352228,0.1064582300324578,0.0565353847925868,-0.0038641465097475,139.18791666666667,133.41291666666666,158.55541666666667,1,high,-0.5580588016789774,3.304315293066593
0023.png,0.805871462576038,0.1462576038085162,0.0478709336154456,3781,train,3781.0,262.4507908821106,0.6897961557798947,507.76872879143815,0.1604937530011538,0.0265390337137517,0.6374968353458083,158.89742647058824,142.55128676470588,141.50257352941176,0,medium,1.0952738720451634,-0.5096632349460737
0024.png,0.1391184573002754,0.859504132231405,0.0013774104683195,726,train,726.0,108.91168749332428,0.7691260314074192,2198.1726427622843,0.0967799334331628,0.0334650814564519,0.248205811885044,207.80950728660653,143.5319222761971,144.21721027064538,2,low,-2.311385490661452,-0.6890474459657034
0026.png,0.0598309126381964,0.1406893561673531,0.7994797311944505,4613,train,4613.0,232.79393661022183,1.0696704287003516,698.8542638947815,0.1482958399846318,0.0209894842697735,0.6896633911786437,149.56243573631895,130.78898663315434,145.4135724894322,1,high,1.454508328439694,0.2401031044284108
0027.png,0.168091168091168,0.0,0.8319088319088319,351,train,351.0,77.59797942638397,0.7325143801894981,181.5549450549451,0.2448421752630779,0.0676850823887633,0.249271345203861,92.15234720992028,137.68910540301152,148.35828166519045,1,high,1.1407384435237427,3.698093035990224
0028.png,0.0,0.2427184466019417,0.7572815533980582,103,train,103.0,38.62741625308991,0.8674726068721459,2945.1711711711714,0.0442521842418331,0.0700736449824506,-0.058486271849547,140.80833333333334,136.39107142857142,141.24761904761905,1,high,-1.7065696286103011,2.9109772576100394
0029.png,0.1207477448103467,0.0164112596456906,0.8628409955439627,9201,train,9201.0,388.0487712621689,0.7678427173273377,326.6280947255113,0.3532334675063326,0.0606924982454643,0.7743797275167846,113.76172855821328,130.49028677150787,133.2331174838113,1,high,4.058626554294238,1.4892676928632316
0031.png,0.0,0.88,0.12,125,train,125.0,45.55634891986847,0.7568713321146958,2572.283582089552,0.0487693993233055,0.0654848088611352,0.2586405562869432,163.8173862310385,147.7007001166861,141.2607934655776,2,low,-2.4539568088579387,0.7593901116301005
0032.png,0.0004466279589102,0.9870477891916034,0.0125055828494863,2239,train,2239.0,204.02438509464264,0.6759270118609728,1960.87797490264,0.1080409738584266,0.02134376885355,0.4609652201724445,176.7945080091533,145.39267734553775,148.18283752860413,2,low,-1.4542891245079905,-1.430525738260508
0034.png,0.2063445004447079,0.0883486510524755,0.7053068485028164,3373,train,3373.0,192.7106765508652,1.1413389881656053,853.0910908052542,0.1966334424344239,0.0321470192028726,0.7617941880816664,110.38463077846708,142.43436061636982,137.73874324594755,1,high,1.9373483703150058,0.9181712077988383
0035.png,0.0059318526693337,0.0162781073251482,0.977790040005518,7249,train,7249.0,365.9655097723007,0.6801546144529633,313.82440880674096,0.2640531444941955,0.0428628276353737,0.7277852524883837,107.94519240962578,144.2779603519559,138.33796247217217,1,high,3.3767482720746242,1.1980592748100483
0036.png,0.0332361516034985,0.9169096209912536,0.0498542274052478,3430,train,3430.0,196.2670258283615,1.118946446360016,1770.0316831683172,0.0945383135917371,0.0200389937747381,0.3623412593644291,230.3371463714637,126.44280442804428,146.62632226322262,2,low,-1.7730073066697578,-1.7372495349383734
0037.png,0.0,0.9993626513702996,0.0006373486297004,1569,train,1569.0,236.89444160461423,0.3513363346331177,3646.9451476793256,0.1182335973483035,0.0303967249743772,0.0811320814780374,160.02645902630783,140.56365285757485,142.37934684003628,2,low,-2.0946588992290183,-0.7060602112530366
0038.png,0.0796610169491525,0.7,0.2203389830508474,1770,train,1770.0,133.15432786941528,1.2545054631373127,1414.8606290672449,0.1099495232556978,0.0225103227554417,0.5655135012174911,158.79754794089908,143.3230116315624,154.57167557371895,2,low,-1.0086409701869299,-0.527056337799609
0039.png,0.014388489208633,0.6762589928057554,0.3093525179856115,1390,train,1390.0,146.46803605556488,0.814214716428601,1487.1446718419195,0.04939582495997,0.0214170654982265,0.6049032412374716,153.807225433526,141.83670520231215,137.65,2,low,-0.5431470536263195,-0.7828242687189655
0040.png,0.181277017929275,0.1588831408121323,0.6598398412585926,14111,train,14111.0,552.4163008928299,0.5810783371641455,224.2898601644298,0.3577731465751304,0.0453038661214026,0.6296880117679331,157.8593687173301,132.58041817450743,144.32167269802974,0,medium,3.8597235555914082,-0.12559878211146594
0041.png,0.0,0.9248747913188649,0.0751252086811352,599,train,599.0,100.66904664039612,0.7427536161787597,1607.6182707993476,0.0896712675152835,0.0337490389324261,0.3795588692741529,112.66905120481928,139.69126506024097,147.4461596385542,2,low,-1.2182560954312465,-0.009460838405503685
0042.png,0.0,0.3850267379679144,0.6149732620320856,187,train,187.0,53.79898953437805,0.8119012931406827,1176.4947916666667,0.0933129763732759,0.054501170667855,0.2795741560626288,169.76799140708914,149.47798066595058,142.29645542427497,2,low,-0.9876639090271171,1.5802711059708754
0043.png,0.0425240054869684,0.0,0.9574759945130316,729,train,729.0,112.66904652118684,0.7216525561066092,691.8050734312417,0.0906284335481249,0.0317212399746775,0.5062721082063518,110.24201077199282,150.7569120287253,136.2226211849192,1,high,1.0907322623538327,1.6758564614377334
0044.png,0.0464864864864864,0.0,0.9535135135135137,925,train,925.0,225.4385986328125,0.228715208703066,125.2778864970646,0.4095633908441848,0.139784805673732,-0.0899904281311318,67.94081589515959,138.73705347706615,140.3318537307123,1,high,2.129015191735521,6.511971462683055
0045.png,0.1031297394181717,0.1546946091272577,0.7421756514545705,7253,train,7253.0,391.4629837274552,0.5947660049035443,377.4347295648638,0.112917777313189,0.0177560852026801,0.8063801724905877,132.33576739245885,140.62586298459905,139.49800849707913,0,medium,2.5103602192338976,-0.6417131868890129
0048.png,0.0249835634451019,0.7613412228796844,0.2136752136752136,1521,train,1521.0,226.50966584682465,0.372533728692051,1994.7305993690848,0.0886031750894231,0.023043510874132,0.4155840531181913,196.86407332886205,132.16946121171472,157.86407332886205,2,low,-1.5764810388728407,-0.8761765825193738
0049.png,0.0638712823013164,0.9058995611896636,0.0302291565090199,4102,train,4102.0,330.93607354164124,0.4706708482466742,1359.8463368220744,0.1400178603704513,0.0249631835888368,0.3305107663919493,137.22338489535943,143.76948741279952,135.65862905671824,2,low,0.058629433418988096,-1.247764384600256
0050.png,0.0838941229250785,0.0098698968147151,0.9062359802602064,2229,train,2229.0,199.33809316158292,0.7049191898163075,474.6780253385758,0.2078301780180325,0.0362156081713634,0.5737721514520274,121.33675096832992,146.60765550239233,141.3075871496924,1,high,1.8025001402926912,1.6229268872251945
0051.png,0.0,0.7345679012345679,0.2654320987654321,1782,train,1782.0,216.40916073322296,0.4781523363502433,1100.0109409190372,0.1068679934270228,0.0230052173449828,0.6255375479354999,131.9975506568693,140.3451347138722,137.2654197283456,2,low,0.24010577630375732,-0.7511191663594263
0052.png,0.0,0.3951219512195122,0.6048780487804878,615,train,615.0,111.39696848392488,0.6227851310358905,1022.0077519379844,0.1404745212602901,0.0348751066021767,0.6134377109313646,107.51247401247402,135.3170478170478,142.03603603603602,1,high,0.6348081025554344,1.0529352301336417
0053.png,0.0266666666666666,0.9733333333333334,0.0,375,train,375.0,88.18376553058624,0.6059877602986122,2796.220253164557,0.1518286075836744,0.0464058298223376,0.0805556113418496,206.75810372771477,136.35008103727714,163.84805510534846,2,low,-3.2473862339083097,0.22944198459679643
0054.png,0.0,0.3033707865168539,0.6966292134831461,178,train,178.0,57.11269783973694,0.6857479458990845,2355.561224489796,0.0561300913538355,0.0605833779950914,-0.0791788221195878,142.65721393034826,148.2950248756219,155.35273631840795,2,low,-1.9654267779609027,2.6334920879114363
0055.png,0.0,0.7845744680851063,0.2154255319148936,3008,train,3008.0,208.4091613292694,0.8702701429327915,1730.0417070805042,0.1858669137748125,0.0273909238534295,0.7498988561722014,150.05004734208035,131.83741376978222,145.47869606384418,2,low,0.08199905749873003,-0.7896761495776539
0056.png,0.2452554744525547,0.4557177615571776,0.2990267639902676,8220,train,8220.0,404.5340515375137,0.6312065739582307,743.5121069750633,0.0987965264494197,0.0129697032386813,0.8909498438844262,135.633611289288,147.16433611289287,112.58357921744708,0,medium,2.6847189316216244,-2.2541669692301025
0059.png,0.0,0.9240021869874248,0.0759978130125751,1829,train,1829.0,165.29646337032318,0.8411945421062349,1200.702890792291,0.1050338416013452,0.0228975668179327,0.6501789592141575,180.9992205767732,145.88386593920498,150.28319043907507,2,low,-1.131670541395888,-1.3411787995168523
0060.png,0.4236902050113895,0.0,0.5763097949886105,439,train,439.0,84.18376553058624,0.7784266370615097,158.78787878787878,0.3030311035748838,0.078012213380693,0.195211778500589,72.56577851790175,139.9292256452956,149.83555370524562,1,high,1.2850529381662876,4.059054697358898
0061.png,0.1198486122792262,0.8187552565180825,0.0613961312026913,2378,train,2378.0,265.2792184352875,0.4246344799489338,1470.8036659877805,0.0867177513943338,0.0203135766025119,0.6697118546412322,180.9971259206036,138.97233698580922,137.17980959224,2,low,-0.36020471167974094,-1.786274714151483
0063.png,0.1034482758620689,0.896551724137931,0.0,812,train,812.0,132.32590067386627,0.582741806417037,1996.876201923077,0.1696744460859283,0.0357256344896679,0.2891937788645691,186.1164671627305,131.00938207699772,153.4820446457457,2,low,-1.8304264333293374,-0.28255317235366884
0064.png,0.0,0.0406466512702078,0.9593533487297922,2165,train,2165.0,194.02438509464264,0.722695138444097,577.7106804867057,0.1448913213433905,0.0282639121804217,0.5737183094682903,145.6760991580917,130.7020579981291,146.03274087932647,1,high,1.26287367891303,1.187726842704654
0065.png,0.0,0.9836956521739132,0.0163043478260869,368,train,368.0,81.59797883033752,0.6945425860117559,2771.551282051282,0.0836477628983103,0.0401754861948523,0.5324609080177476,156.82,152.3108695652174,149.00434782608696,2,low,-2.171683609603133,-0.4303733016262914
